torque,tool_wear,air_temperature,rotational_speed,process_temperature,type_enc,machine_failure
43.0,202,297.2,1435,308.0,0,0
69.1,153,297.0,1296,307.9,1,1
44.7,46,301.6,1418,310.8,1,0
65.2,209,299.6,1229,310.9,1,1
51.7,153,301.9,1370,310.4,1,1
12.2,100,301.1,2636,310.7,2,1
37.7,29,302.4,1539,310.2,1,0
36.1,15,297.9,1521,309.1,1,0
12.1,102,298.5,2617,309.7,1,1
39.5,23,302.8,1516,310.8,1,0
39.9,58,302.4,1590,311.5,1,0
64.4,177,301.0,1236,311.1,1,1
46.1,148,302.4,1349,310.9,1,1
36.0,126,297.4,1564,309.3,2,0
37.2,118,299.3,1541,309.2,1,0
63.9,59,303.4,1298,311.9,1,1
65.3,192,300.8,1312,309.9,1,1
53.3,212,298.7,1354,309.8,1,1
76.2,89,295.8,1235,306.3,2,1
30.4,209,298.8,1663,310.2,0,0
41.1,14,297.7,1458,308.9,1,0
35.8,160,302.2,1597,311.9,0,0
38.9,214,300.5,1524,311.8,1,1
3.8,57,298.3,2886,308.0,1,1
48.6,141,300.5,1384,309.7,1,0
48.6,76,300.9,1297,312.1,2,0
43.7,217,297.0,1355,308.1,1,0
46.3,27,298.1,1415,308.6,2,0
40.8,50,298.1,1517,307.9,1,0
52.7,212,297.3,1396,308.2,1,1
37.5,118,303.4,1462,312.6,1,0
41.9,208,301.3,1418,311.0,1,0
19.9,96,298.2,2029,307.8,1,0
55.4,217,299.1,1398,309.8,1,1
48.2,77,301.6,1326,310.1,1,1
45.7,110,297.4,1435,308.1,1,0
27.3,163,298.4,1710,309.6,1,1
49.5,5,299.5,1420,309.1,2,0
21.8,141,299.8,1910,309.7,2,0
62.0,199,296.8,1289,308.1,1,1
40.4,127,297.6,1393,308.6,1,0
14.9,5,300.4,2261,311.8,1,0
62.4,204,297.4,1325,308.8,2,1
9.7,2,302.7,2709,311.6,2,1
49.3,41,302.1,1359,310.7,1,1
37.9,227,300.8,1577,310.6,1,1
42.0,206,300.1,1429,310.2,2,0
40.2,118,302.2,1554,311.3,1,0
36.8,85,303.4,1554,312.2,0,0
30.7,145,298.1,1633,307.7,2,0
32.8,157,298.8,1645,309.5,1,0
41.4,108,301.7,1489,311.1,2,0
18.9,232,300.7,2097,311.7,2,1
36.8,62,299.6,1531,310.1,0,0
41.9,145,303.8,1525,313.2,1,0
42.7,225,299.1,1476,308.9,2,0
49.7,108,301.4,1436,310.4,1,0
61.8,45,299.5,1314,309.2,2,0
19.7,2,300.7,2007,309.5,0,0
44.0,79,299.6,1512,310.2,1,0
37.1,30,297.5,1596,308.6,1,0
11.8,124,301.8,2672,310.6,1,1
57.6,186,297.3,1350,308.5,1,0
50.9,200,303.4,1366,311.8,1,1
36.9,53,298.5,1522,308.6,1,0
49.3,93,303.5,1344,311.9,1,1
32.1,52,297.2,1652,308.6,1,0
39.9,107,301.4,1530,310.8,2,0
31.7,120,303.7,1669,312.7,2,0
65.8,75,301.6,1309,310.6,2,1
31.9,126,301.8,1650,310.6,1,0
65.3,192,300.8,1312,309.9,1,1
36.1,218,297.3,1549,308.7,1,0
48.7,142,296.8,1304,307.6,1,0
52.2,127,298.6,1325,309.5,1,0
22.7,38,301.1,1909,311.3,2,0
43.4,119,303.6,1451,312.3,1,0
41.3,175,303.8,1488,312.7,2,0
44.9,115,298.6,1419,309.8,2,0
52.8,8,302.1,1314,310.7,1,1
47.3,22,302.3,1377,310.8,1,1
68.6,111,299.0,1303,310.3,2,1
68.6,161,304.0,1271,313.2,0,1
50.9,69,303.4,1316,311.8,2,1
42.6,105,297.3,1486,308.6,1,0
30.6,50,303.3,1651,311.4,0,0
42.4,93,299.0,1475,310.3,1,0
43.0,88,298.2,1469,308.2,1,0
18.9,232,300.7,2097,311.7,2,1
49.7,74,299.2,1366,308.5,1,0
28.9,94,301.4,1639,310.4,1,0
53.0,208,303.4,1401,311.8,1,1
31.1,181,299.2,1605,308.8,1,0
62.4,101,302.1,1294,310.7,0,1
65.2,136,300.3,1381,311.2,2,1
67.5,208,300.5,1270,311.2,1,1
43.3,171,302.3,1398,312.0,1,0
54.0,119,302.3,1363,311.8,2,1
8.0,15,301.5,2760,310.9,1,1
28.9,0,297.5,1621,308.6,1,0
40.2,28,300.6,1452,311.1,0,0
35.7,161,301.5,1580,310.4,0,0
54.2,228,303.2,1324,311.4,1,1
12.8,127,297.5,2564,308.3,1,1
45.4,174,302.0,1361,310.1,1,1
46.3,107,298.8,1412,310.0,1,0
45.7,54,300.5,1403,311.9,1,0
49.0,187,301.7,1317,309.9,1,1
57.2,67,302.6,1359,310.4,1,1
54.0,86,302.5,1307,310.2,1,1
73.6,49,301.1,1312,310.4,1,1
54.2,207,300.5,1379,309.8,1,1
46.7,103,298.1,1436,308.4,1,0
60.5,104,299.4,1289,308.7,2,0
39.6,102,301.2,1505,312.4,2,0
41.2,156,300.3,1466,309.8,1,0
48.9,228,299.2,1515,309.0,1,1
62.4,106,302.4,1346,310.2,1,1
32.6,57,298.1,1608,307.8,2,0
66.7,205,302.3,1333,311.4,1,1
39.0,171,300.8,1482,309.7,2,0
32.7,83,297.6,1576,308.6,1,0
61.3,207,297.2,1340,308.1,2,1
43.5,136,301.0,1424,312.3,1,0
50.2,222,300.7,1399,311.9,1,1
50.7,157,297.3,1471,308.6,2,0
52.1,213,302.7,1450,312.2,1,1
65.3,192,300.8,1312,309.9,1,1
48.5,153,299.6,1413,309.0,1,0
58.5,176,298.0,1479,308.7,2,1
56.3,203,299.1,1367,310.0,1,1
51.7,140,298.0,1414,307.8,1,0
48.5,78,300.6,1438,310.7,1,1
60.7,119,298.4,1421,308.7,2,1
38.2,14,297.3,1494,308.3,1,0
48.9,238,299.2,1352,310.3,1,1
47.6,106,303.0,1361,311.2,1,1
41.1,64,301.7,1513,310.6,1,0
50.8,115,298.8,1368,309.1,1,0
44.2,115,303.0,1359,311.0,1,1
47.1,196,298.3,1451,308.0,1,0
31.0,209,298.2,1511,307.6,1,1
54.8,231,299.1,1317,310.2,1,1
50.5,114,301.2,1457,310.6,0,0
50.9,183,298.9,1365,309.6,1,0
36.5,191,303.5,1503,312.4,1,0
45.3,193,302.0,1558,310.9,2,0
27.3,99,297.7,1838,308.9,1,0
49.2,158,295.6,1462,306.1,2,0
28.2,61,301.5,1744,310.7,2,0
33.1,209,300.4,1553,311.8,2,1
32.3,206,303.7,1642,312.4,2,0
49.8,43,297.9,1290,309.0,1,0
38.5,189,295.3,1473,305.7,2,0
36.7,199,301.0,1492,310.9,1,0
59.7,42,301.7,1303,310.6,1,0
30.4,218,302.3,1710,310.9,2,1
74.5,194,298.8,1243,310.1,2,1
64.2,0,297.8,1403,309.0,1,1
25.3,144,296.4,1748,307.2,1,0
51.1,9,303.2,1349,311.4,1,1
52.9,93,300.6,1313,310.0,1,0
47.3,22,302.3,1377,310.8,1,1
38.4,205,300.7,1499,311.7,1,0
27.8,90,300.9,1788,310.4,1,0
48.5,19,297.5,1280,308.9,2,0
47.2,74,301.3,1504,310.7,1,0
54.9,126,301.9,1376,310.4,1,1
45.4,38,298.6,1426,309.5,2,0
60.8,146,300.5,1263,312.0,2,0
49.3,215,299.3,1390,308.7,2,0
68.0,114,302.6,1284,311.0,1,1
35.4,217,297.3,1615,308.1,1,1
36.1,58,296.4,1549,307.5,1,0
40.4,117,297.4,1437,309.2,1,0
59.1,203,300.8,1339,310.7,1,1
42.2,98,298.2,1385,308.4,0,0
37.4,103,303.7,1606,312.3,1,0
35.5,0,296.4,1586,307.4,0,0
46.5,89,301.9,1412,310.6,2,0
60.7,191,299.2,1345,309.1,1,1
54.7,44,298.7,1372,309.9,1,0
49.3,34,302.3,1379,310.9,1,1
58.7,213,303.8,1256,313.1,1,1
36.3,2,301.3,1532,310.0,0,0
70.0,139,302.4,1290,311.9,1,1
41.3,44,300.2,1553,311.7,1,0
49.1,163,296.9,1425,307.8,1,0
37.3,20,302.3,1476,311.4,1,0
43.5,106,297.9,1450,307.8,2,0
42.5,227,303.2,1544,311.5,1,0
48.6,25,298.6,1386,309.6,1,0
62.4,204,297.4,1325,308.8,2,1
32.6,0,301.0,1558,310.1,1,0
52.6,208,300.6,1428,311.7,1,0
28.6,89,298.3,1722,308.1,2,0
29.2,5,302.2,1749,311.3,0,0
49.3,41,302.1,1359,310.7,1,1
37.7,159,298.9,1546,310.4,1,0
38.2,26,303.4,1491,311.9,1,0
42.4,24,297.6,1475,308.5,1,0
9.3,18,296.9,2721,307.5,1,1
24.4,68,302.3,1758,311.2,1,0
46.5,202,298.9,1411,310.2,1,0
41.8,160,302.5,1488,310.3,2,0
5.8,215,301.8,2825,310.2,1,1
48.1,32,303.3,1350,311.3,1,1
48.0,203,300.6,1455,311.6,1,0
40.9,66,300.2,1547,311.5,2,0
52.9,208,301.2,1461,311.6,1,1
36.9,61,297.6,1623,308.3,1,0
52.3,218,298.3,1412,308.1,1,1
65.3,63,301.6,1290,310.8,2,0
67.8,197,302.7,1263,310.5,1,1
65.9,203,298.7,1181,309.8,1,1
66.8,80,302.6,1365,310.4,1,1
33.7,61,298.8,1571,308.6,2,0
40.8,183,302.9,1515,312.3,1,0
42.0,142,297.3,1504,308.5,1,0
48.3,91,298.3,1471,309.0,1,0
56.4,202,297.0,1385,307.8,1,1
35.7,23,298.6,1611,309.6,1,0
20.0,98,298.9,2099,310.2,2,0
44.5,105,297.3,1447,308.7,2,0
31.3,100,303.6,1698,312.3,2,0
47.3,60,303.3,1373,311.5,2,1
41.8,10,302.7,1351,310.5,1,1
21.5,102,301.6,1907,311.1,1,0
57.1,194,300.7,1335,311.9,1,1
43.0,133,300.9,1420,310.7,2,0
29.6,85,300.1,1674,311.6,0,0
54.8,191,298.3,1469,309.6,2,0
29.2,111,301.6,1680,311.1,1,0
37.1,88,303.6,1544,311.9,0,0
35.3,19,301.0,1475,310.8,1,0
30.1,18,301.3,1668,311.2,1,0
48.0,215,303.9,1422,313.2,2,1
22.3,96,303.5,1877,312.8,1,0
40.2,30,297.9,1502,309.0,1,0
43.4,116,297.4,1433,308.7,1,0
43.8,2,298.4,1468,308.2,2,0
46.7,29,303.2,1363,311.2,1,1
46.8,166,302.3,1377,310.9,1,1
26.3,202,300.3,1821,311.7,1,0
42.8,205,298.6,1469,309.8,1,0
50.6,148,302.5,1329,310.2,1,1
44.1,60,299.7,1420,309.3,1,0
45.9,99,298.3,1523,310.1,1,0
33.8,196,301.6,1638,310.7,1,0
31.7,100,299.0,1653,308.6,1,0
58.8,195,299.5,1390,309.4,1,1
36.0,148,300.9,1544,310.4,1,0
47.1,162,303.8,1406,312.6,2,0
40.8,148,301.3,1495,311.0,2,0
41.2,107,303.1,1407,312.4,1,0
43.2,47,299.4,1512,310.0,2,0
36.7,101,298.9,1581,309.2,2,0
40.2,30,299.0,1500,308.7,2,0
28.0,58,301.8,1738,310.1,1,0
48.2,65,303.0,1374,311.2,1,1
34.9,189,303.4,1690,311.7,2,0
32.4,113,296.7,1672,307.8,2,0
43.5,87,298.5,1428,309.5,1,0
35.0,102,296.9,1571,307.8,1,0
45.9,47,299.0,1416,310.1,1,0
32.3,6,298.6,1668,309.9,2,0
36.5,64,302.4,1580,311.0,2,0
40.9,211,302.7,1446,310.5,1,1
30.6,11,298.5,1589,308.8,1,0
33.7,174,299.4,1550,308.9,1,0
40.3,32,298.6,1522,310.0,1,0
35.6,16,297.3,1531,308.4,0,0
36.7,118,299.9,1627,311.4,1,0
37.4,102,302.1,1518,311.4,1,0
49.3,93,303.5,1344,311.9,1,1
57.8,195,301.6,1355,310.8,1,1
22.5,170,298.4,1870,309.7,2,0
39.4,22,297.5,1479,309.3,1,0
42.8,68,297.4,1462,308.5,1,0
38.2,181,295.4,1526,305.8,2,0
26.6,168,298.2,1723,309.0,2,0
38.4,115,299.3,1491,309.0,1,0
44.7,84,303.5,1572,312.9,2,0
35.9,132,298.4,1544,307.9,1,0
22.6,132,298.2,1922,309.2,1,0
58.8,202,298.0,1348,308.2,1,1
11.4,71,303.7,2663,312.0,2,1
57.9,113,297.4,1335,308.3,2,0
48.2,65,303.0,1374,311.2,1,1
56.1,206,298.3,1337,309.3,1,1
45.4,36,301.0,1467,311.2,1,0
45.4,118,300.9,1434,311.4,2,0
38.5,127,299.7,1434,309.3,1,0
32.1,188,302.7,1564,312.1,2,0
33.3,177,299.0,1582,310.3,2,0
43.7,34,298.7,1525,310.2,1,0
51.8,5,298.2,1368,307.6,1,0
23.9,198,301.8,1781,310.0,2,0
50.9,69,303.4,1316,311.8,2,1
21.3,78,303.4,1879,311.5,1,0
61.2,189,300.8,1405,310.1,1,1
42.4,171,300.9,1474,312.1,1,0
44.6,166,301.5,1413,310.8,1,0
44.6,69,300.6,1519,310.2,1,0
53.6,103,297.4,1276,308.6,1,0
27.6,166,298.9,1791,310.0,1,0
46.4,207,301.7,1405,310.9,1,1
45.0,183,297.9,1472,309.9,1,0
61.3,202,300.5,1296,311.1,2,1
36.3,200,303.7,1612,312.7,2,0
39.1,2,301.3,1504,311.1,1,0
46.7,210,300.3,1394,309.9,0,1
27.0,225,299.2,1737,310.7,1,1
27.1,175,302.0,1809,310.5,1,0
40.4,59,299.9,1473,309.3,1,0
60.5,0,296.7,1286,307.8,2,0
52.6,172,303.1,1336,311.3,1,1
27.4,176,297.7,1700,309.2,2,0
47.1,144,304.0,1314,313.2,1,0
43.9,30,303.2,1439,311.2,1,0
63.7,21,297.7,1327,308.9,2,0
38.2,80,297.9,1451,307.8,1,0
48.9,238,299.2,1352,310.3,1,1
67.9,10,301.1,1282,310.9,1,1
34.5,154,300.4,1536,309.6,1,0
48.6,142,296.3,1419,307.1,1,0
33.0,151,299.7,1605,309.0,1,0
48.0,131,297.5,1335,308.5,1,0
50.9,36,302.3,1353,310.1,1,1
51.5,126,302.2,1355,310.6,2,1
32.4,223,303.6,1630,312.3,2,0
48.5,78,300.6,1438,310.7,1,1
41.2,33,301.8,1505,310.8,1,0
35.2,23,300.8,1570,310.4,1,0
60.9,187,298.5,1360,309.4,1,1
54.9,126,301.9,1376,310.4,1,1
15.9,201,299.8,2256,309.4,1,0
47.7,173,302.9,1435,312.3,1,0
26.4,190,303.7,1756,312.3,2,0
54.4,0,302.4,1366,311.1,2,0
71.6,31,297.9,1336,309.8,1,1
37.5,203,299.3,1542,308.4,2,1
53.2,159,302.2,1334,310.6,1,1
42.7,48,296.6,1389,307.4,1,0
29.4,134,300.6,1670,312.0,1,0
53.8,73,298.0,1411,308.8,0,0
32.5,169,302.4,1621,312.0,1,0
52.3,218,298.3,1412,308.1,1,1
68.0,114,302.6,1284,311.0,1,1
36.0,109,300.1,1532,310.5,1,0
29.9,24,298.0,1623,307.8,1,0
49.8,85,298.1,1390,308.1,2,0
51.6,12,302.2,1368,310.1,2,1
49.9,78,299.6,1393,310.8,1,0
38.8,167,298.4,1576,309.1,2,0
20.7,178,301.6,2012,310.7,2,0
42.9,52,302.5,1481,311.9,1,0
48.9,59,299.0,1375,310.1,1,0
11.4,26,303.6,2659,312.8,2,1
47.7,43,298.0,1403,309.9,1,0
32.0,183,300.9,1615,310.9,1,0
21.6,37,297.9,1970,309.0,2,0
35.6,202,301.3,1582,311.0,1,0
48.6,111,302.6,1329,311.0,2,1
41.4,100,303.0,1387,311.2,2,0
15.9,78,298.1,2136,308.9,1,0
22.8,33,300.8,1850,310.2,1,0
51.5,166,300.5,1378,310.6,0,0
47.4,90,298.8,1425,308.5,2,0
51.5,189,300.2,1434,309.5,2,0
32.3,64,300.5,1709,311.4,1,0
39.1,199,300.5,1476,311.6,2,0
43.9,81,300.7,1393,309.5,2,0
24.3,209,303.7,1811,313.0,1,0
57.4,40,301.7,1311,310.2,1,1
41.8,112,300.7,1468,310.9,2,0
54.5,17,298.1,1382,308.5,2,0
29.5,193,301.6,1706,310.9,1,0
30.8,130,302.3,1685,311.7,2,0
47.6,60,296.9,1441,307.9,2,0
40.1,166,297.8,1516,307.3,0,0
46.3,210,302.1,1376,310.7,2,1
5.8,215,301.8,2825,310.2,1,1
46.7,90,300.2,1416,310.5,1,0
21.9,132,303.0,1932,312.3,1,0
35.9,92,297.9,1618,307.7,0,0
50.5,38,297.9,1461,309.8,1,0
60.6,90,302.0,1263,310.5,1,1
34.0,116,303.4,1589,312.7,1,0
42.6,44,297.6,1470,307.2,2,0
41.6,34,303.4,1377,311.9,1,1
39.6,3,300.6,1419,310.6,0,0
65.6,0,301.5,1336,310.7,2,1
25.2,49,298.5,1738,309.5,1,0
45.5,146,299.3,1440,310.7,2,0
32.4,194,297.1,1621,308.5,2,0
45.8,123,302.4,1480,310.3,1,0
33.1,187,299.1,1657,310.0,0,0
39.8,107,303.9,1624,313.2,2,0
51.7,69,295.8,1335,306.4,2,0
60.6,90,302.0,1263,310.5,1,1
50.7,133,301.7,1385,310.8,1,0
56.9,97,302.5,1330,310.9,1,1
25.6,200,297.8,1871,308.9,1,1
42.2,170,303.5,1418,312.5,1,0
37.0,152,303.0,1503,311.2,0,0
60.0,93,302.6,1369,311.0,1,1
47.4,5,301.2,1396,310.8,2,0
57.3,147,302.0,1280,309.8,0,1
38.3,121,298.2,1491,309.0,1,0
43.4,65,300.1,1499,311.5,1,0
45.2,2,300.5,1397,311.2,0,0
52.7,66,303.7,1332,311.9,0,1
46.9,117,298.2,1429,307.8,1,0
31.4,48,300.7,1639,310.2,1,0
24.6,157,296.9,1840,307.8,2,0
33.7,130,299.4,1607,309.0,0,0
38.3,142,298.3,1499,308.6,1,0
48.4,153,299.2,1434,310.6,0,0
5.8,215,301.8,2825,310.2,1,1
31.0,148,300.9,1617,312.1,2,0
41.2,22,300.0,1487,311.4,1,0
26.4,192,302.5,1802,311.5,1,0
54.4,7,301.5,1425,310.4,1,0
56.8,195,301.3,1269,310.1,1,1
48.2,86,299.1,1339,309.5,2,0
45.6,3,300.4,1459,311.7,1,0
46.6,157,299.1,1472,310.3,1,0
30.9,142,303.8,1619,312.5,1,0
43.4,105,298.1,1479,308.9,2,0
54.6,226,303.2,1238,311.4,1,1
44.4,207,297.1,1323,308.5,1,1
44.8,101,303.6,1421,311.8,2,1
36.1,77,302.6,1532,310.4,2,0
48.6,193,303.5,1404,312.3,1,0
68.2,172,298.6,1361,308.2,1,1
31.2,76,298.9,1633,310.0,1,0
21.9,37,301.0,1910,310.9,2,0
53.7,200,302.9,1330,311.2,2,1
54.2,207,300.5,1379,309.8,1,1
35.2,50,298.9,1551,310.3,2,0
44.2,68,298.2,1433,310.0,0,0
30.2,0,297.7,1715,307.1,1,0
30.9,204,297.2,1712,308.1,1,0
41.1,205,302.8,1470,310.6,1,0
42.6,80,297.4,1469,308.6,2,0
62.5,200,304.0,1363,312.9,1,1
43.5,224,299.2,1445,308.4,1,0
36.1,225,297.9,1604,307.4,0,1
43.8,12,298.9,1406,310.6,1,0
63.9,19,298.1,1420,308.2,2,1
34.7,130,303.3,1514,311.6,1,0
39.2,189,300.7,1488,310.6,2,0
30.1,102,300.9,1727,310.9,2,0
68.0,114,302.6,1284,311.0,1,1
13.0,5,303.8,2497,313.1,1,1
38.2,87,297.3,1521,308.4,2,0
27.3,170,298.3,1708,308.9,1,0
46.4,207,301.7,1405,310.9,1,1
46.8,166,302.3,1377,310.9,1,1
32.3,202,298.9,1601,309.0,1,0
25.8,7,297.2,1766,308.5,1,0
43.3,136,299.5,1451,311.0,2,0
31.9,192,301.7,1641,310.7,1,0
51.4,52,298.6,1316,309.4,1,0
67.2,18,300.8,1322,311.4,1,1
53.9,33,299.9,1322,309.4,1,0
45.7,76,301.2,1497,310.3,1,0
48.9,238,299.2,1352,310.3,1,1
43.1,183,301.7,1377,310.5,1,0
61.5,127,303.1,1404,312.4,1,1
32.1,53,304.3,1624,313.4,2,0
48.9,228,299.2,1515,309.0,1,1
14.6,149,295.7,2270,306.2,1,1
68.2,111,301.7,1284,309.8,2,1
34.5,126,301.0,1617,310.3,1,0
45.5,53,295.6,1426,306.3,2,0
61.8,209,300.7,1416,310.4,1,1
66.7,205,302.3,1333,311.4,1,1
52.9,208,301.2,1461,311.6,1,1
53.4,180,301.0,1359,310.9,2,0
58.2,155,300.1,1351,309.7,1,0
47.8,99,299.0,1437,310.3,1,0
45.1,219,303.3,1301,311.6,1,1
41.8,127,296.9,1357,308.1,2,0
31.6,52,303.6,1593,313.0,1,0
39.2,87,298.0,1433,308.0,1,0
24.1,213,300.0,1791,311.4,2,0
20.8,29,298.1,1924,308.0,2,0
68.5,0,302.6,1288,312.1,1,1
41.8,20,296.2,1445,307.2,1,0
47.5,178,298.3,1444,308.4,2,0
33.4,82,302.8,1507,311.0,2,0
45.1,6,302.1,1355,310.0,2,1
47.6,127,302.4,1456,310.4,1,0
45.1,101,298.9,1491,310.2,1,0
40.8,137,297.8,1512,307.4,1,0
30.8,18,296.1,1615,307.2,1,0
49.1,226,299.0,1365,310.4,1,1
43.2,132,299.9,1539,309.2,2,0
56.3,179,299.9,1362,310.1,2,0
26.0,37,300.0,1728,309.5,1,0
30.0,147,300.6,1726,309.6,1,0
37.0,35,301.9,1483,310.9,2,0
35.5,138,303.7,1514,312.6,0,0
54.7,196,302.0,1346,310.6,0,0
65.2,209,299.6,1229,310.9,1,1
53.8,8,303.2,1351,311.4,1,1
48.7,194,298.2,1400,308.3,1,0
37.6,137,298.3,1562,309.2,1,0
37.9,79,297.6,1622,308.7,1,0
47.4,210,298.8,1320,309.9,1,0
51.0,206,302.6,1344,312.1,1,0
46.1,15,300.7,1460,311.7,1,0
30.4,85,300.0,1703,311.3,1,0
41.3,172,300.3,1488,309.6,2,0
39.9,160,297.5,1528,308.4,1,0
46.7,29,303.2,1363,311.2,1,1
27.8,0,300.8,1633,310.7,1,0
38.5,170,299.7,1603,309.1,2,0
29.3,47,298.6,1687,309.5,1,0
55.8,193,303.8,1309,313.1,1,0
21.9,195,303.5,1927,311.8,1,0
38.2,83,300.6,1497,310.6,1,0
56.8,195,301.3,1269,310.1,1,1
29.9,193,300.3,1655,311.7,0,0
18.9,232,300.7,2097,311.7,2,1
29.6,0,303.9,1665,313.1,1,0
44.0,44,298.5,1458,308.3,1,0
68.2,172,298.6,1361,308.2,1,1
43.7,2,297.7,1405,307.2,2,0
33.8,19,300.2,1557,309.8,1,0
70.6,94,303.5,1284,312.4,1,1
25.7,51,298.9,1776,310.0,1,0
37.3,207,302.2,1530,311.3,1,1
48.0,215,303.9,1422,313.2,2,1
44.7,147,298.8,1368,309.5,1,0
41.9,15,302.7,1597,310.7,1,0
24.3,81,302.3,1786,311.2,1,0
58.1,168,301.7,1298,311.0,2,0
38.1,106,298.4,1520,309.5,1,0
61.5,56,297.3,1309,308.3,1,0
31.6,173,298.4,1617,307.8,2,0
54.8,231,299.1,1317,310.2,1,1
50.4,85,299.5,1379,310.0,1,0
29.2,158,300.9,1709,310.6,2,0
61.3,207,297.2,1340,308.1,2,1
52.5,213,297.0,1362,308.1,1,1
43.7,153,298.1,1493,307.5,1,0
59.1,88,302.1,1326,310.6,2,1
52.7,132,297.9,1298,307.6,1,0
62.3,100,296.6,1386,307.7,0,1
48.2,188,299.7,1384,310.9,1,0
43.3,180,300.8,1427,311.8,1,0
35.6,105,300.7,1505,310.6,2,0
53.6,137,297.5,1260,308.6,1,0
44.2,84,300.2,1425,311.4,1,0
40.7,141,297.5,1489,308.2,1,0
52.9,218,298.0,1365,308.2,1,1
39.3,131,299.7,1492,310.5,2,0
49.4,209,298.2,1355,308.4,1,0
52.7,212,297.3,1396,308.2,1,1
47.7,26,300.1,1560,309.4,1,0
67.8,197,302.7,1263,310.5,1,1
52.9,208,301.2,1461,311.6,1,1
44.0,25,298.8,1363,309.8,1,0
26.2,78,300.6,1830,310.6,0,0
53.8,129,298.1,1364,307.6,1,0
38.4,27,297.3,1466,308.7,2,0
37.9,227,300.8,1577,310.6,1,1
54.2,207,300.5,1379,309.8,1,1
53.6,164,303.0,1335,311.3,2,1
48.5,33,298.5,1347,308.7,2,0
47.2,173,302.3,1403,310.9,1,0
30.3,26,297.5,1662,308.5,2,0
49.0,66,302.2,1466,311.7,2,0
41.0,52,298.3,1553,308.0,0,0
66.8,148,303.6,1222,311.8,1,1
51.2,132,301.6,1385,310.9,1,0
48.8,229,299.1,1435,310.1,1,1
63.1,146,300.4,1314,309.8,1,0
62.7,36,301.7,1300,310.9,2,0
55.1,187,302.5,1349,310.4,1,1
39.9,51,300.9,1571,310.8,1,0
56.3,203,299.1,1367,310.0,1,1
39.4,197,303.4,1499,312.1,2,0
36.1,94,298.3,1546,309.4,1,0
42.3,83,301.5,1405,310.6,1,0
27.6,56,298.8,1707,310.2,0,0
58.0,108,302.0,1357,310.4,1,1
46.3,44,303.7,1364,312.8,1,0
32.7,94,298.4,1598,308.1,1,0
32.9,94,302.0,1639,310.5,2,0
17.0,95,300.8,2237,311.2,0,0
13.9,205,301.8,2372,310.1,2,1
38.7,212,299.8,1504,309.2,1,0
37.8,45,299.3,1528,309.3,1,0
53.9,120,297.4,1424,308.2,2,0
36.7,194,304.3,1464,313.5,1,0
43.8,188,299.9,1513,309.1,2,0
44.1,192,303.4,1353,311.7,2,1
52.7,31,296.3,1398,307.3,1,0
35.5,98,303.4,1534,312.7,1,0
47.6,106,303.0,1361,311.2,1,1
54.8,155,302.4,1362,310.7,1,1
55.8,70,301.6,1362,310.1,1,1
41.8,69,300.0,1486,310.0,1,0
38.4,65,301.3,1538,310.4,0,0
46.4,207,301.7,1405,310.9,1,1
54.2,228,303.2,1324,311.4,1,1
40.2,114,298.5,1501,309.5,2,0
9.8,65,303.4,2706,312.6,2,1
51.6,12,302.2,1368,310.1,2,1
5.8,215,301.8,2825,310.2,1,1
67.2,18,300.8,1322,311.4,1,1
43.5,122,297.0,1455,308.1,1,0
35.8,215,297.4,1620,308.4,2,0
42.6,180,300.0,1533,311.4,2,0
28.0,42,298.3,1708,308.9,1,0
44.2,189,300.4,1423,310.0,1,0
32.6,90,299.1,1553,308.8,0,0
40.6,131,300.9,1390,310.8,0,0
32.9,151,300.8,1689,310.8,1,0
61.0,186,297.8,1327,307.3,1,1
19.0,184,298.5,2051,309.1,0,0
47.9,70,298.1,1394,308.8,2,0
21.9,5,295.6,1949,306.0,1,0
45.9,49,297.4,1401,309.4,1,0
36.6,218,301.6,1478,310.6,1,0
42.5,61,300.1,1421,309.2,1,0
43.4,0,299.1,1415,308.5,1,0
32.0,7,298.1,1665,307.9,1,0
65.3,66,300.7,1356,310.9,1,1
43.6,148,298.0,1442,307.7,1,0
23.6,69,298.2,1847,307.9,1,0
40.2,171,301.0,1517,310.7,2,0
51.6,12,302.2,1368,310.1,2,1
46.1,7,300.0,1384,311.4,2,0
76.2,89,295.8,1235,306.3,2,1
42.2,30,299.3,1386,308.5,2,0
51.4,68,298.0,1339,308.9,2,0
51.4,160,302.9,1383,312.4,1,0
39.1,176,299.7,1534,309.6,2,0
40.5,222,297.4,1475,308.3,1,1
28.3,103,299.8,1698,310.4,1,0
38.5,37,302.2,1543,311.5,1,0
53.8,8,303.2,1351,311.4,1,1
18.0,168,298.2,2057,308.3,1,0
44.4,94,301.6,1421,310.7,2,0
39.0,127,302.3,1482,311.7,0,0
38.9,3,300.7,1499,311.7,2,0
27.5,71,298.3,1802,309.0,2,0
45.1,208,302.1,1325,310.7,1,1
56.9,173,297.4,1324,309.0,1,0
50.2,103,297.7,1354,308.8,1,0
57.6,197,302.0,1308,309.9,1,1
44.0,113,301.2,1470,310.4,1,0
19.2,194,300.8,2041,309.9,0,0
30.6,196,297.3,1709,308.1,2,0
57.3,147,302.0,1280,309.8,0,1
17.9,33,300.1,2141,309.4,1,0
44.4,85,302.0,1370,310.5,1,1
33.2,82,302.6,1642,310.3,1,0
42.7,85,301.9,1455,310.8,0,0
